Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Review Rating Missing Flag,purchase_frequency_annual,purchase_count,repeat_purchase_ratio,estimated_total_spend,avg_order_value_proxy,promo_used_flag,organic_customer_flag,discount_dependency_score,low_promo_dependency_flag,satisfaction_flag,rating_segment,subscription_flag,engagement_score,purchase_count_percentile,frequency_percentile,behavioral_loyalty_score,behavioral_loyalty_flag,spend_percentile,aov_percentile,rating_percentile,value_quality_loyalty_score,value_quality_loyalty_flag,loyalty_classification,age_group,spending_tier,loyalty_tier,customer_archetype,ideal_candidate_flag,dashboard_segment,purchase_history_band,promo_dependency_band,retention_proxy_score
2905,41,Female,Sandals,Footwear,41,Iowa,M,Gray,Spring,4.0,No,2-Day Shipping,No,No,43,Venmo,Monthly,0,12,44,0.9772727272727272,1804,41,0,1,0,1,1,Good,0,40.0,0.8514102564102564,0.5117948717948718,75.77173659673659,1,0.6532051282051282,0.2787179487179487,0.6043589743589743,60.18333333333333,0,Behaviorally Loyal Only,36-45,High,Elite,True Loyalist,0,True Loyalist,Established,Organic / No Promo,79.14
2906,58,Female,Sunglasses,Accessories,53,New York,L,Black,Winter,4.8,No,Standard,No,No,14,Debit Card,Fortnightly,0,26,15,0.9333333333333332,795,53,0,1,0,1,1,Excellent,0,40.0,0.2719230769230769,0.7223076923076923,56.18397435897435,0,0.2969230769230769,0.4217948717948718,0.9226923076923076,55.87564102564102,0,Not Loyal by Either Definition,46-60,Medium,Silver,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,69.25
2907,58,Female,Coat,Outerwear,27,Virginia,M,Indigo,Spring,3.9,No,Standard,No,No,7,Venmo,Annually,0,1,8,0.875,216,27,0,1,0,1,0,Good,0,0.0,0.1394871794871794,0.0734615384615384,26.348076923076924,0,0.0591025641025641,0.0965384615384615,0.5603846153846154,30.98525641025641,0,Not Loyal by Either Definition,46-60,Low,Bronze,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,34.6
2908,19,Female,Sunglasses,Accessories,82,Maryland,XL,Lavender,Summer,3.7,No,Next Day Air,No,No,50,PayPal,Bi-Weekly,0,26,51,0.9803921568627452,4182,82,0,1,0,1,0,Good,0,0.0,0.9902564102564102,0.7223076923076923,89.45015082956257,1,0.9715384615384616,0.7694871794871795,0.4748717948717949,82.59615384615385,0,Behaviorally Loyal Only,18-25,Premium,Elite,True Loyalist,0,True Loyalist,Established,Organic / No Promo,75.9
2909,43,Female,Blouse,Clothing,87,Texas,M,Beige,Winter,3.1,No,Store Pickup,No,No,15,Debit Card,Every 3 Months,0,4,16,0.9375,1392,87,0,1,0,1,0,Good,0,0.0,0.293076923076923,0.2938461538461538,42.22307692307693,0,0.5219230769230769,0.8276923076923077,0.236025641025641,61.2897435897436,0,Not Loyal by Either Definition,36-45,High,Bronze,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,49.32
2910,27,Female,Backpack,Accessories,78,Louisiana,M,Indigo,Winter,3.0,No,Next Day Air,No,No,40,Credit Card,Every 3 Months,0,4,41,0.975609756097561,3198,78,0,1,0,1,0,Average,0,0.0,0.7934615384615384,0.2938461538461538,65.50257973733584,0,0.8907692307692308,0.7192307692307692,0.1952564102564102,72.51666666666668,0,Not Loyal by Either Definition,26-35,Premium,Gold,Casual Customer,0,Casual Customer,Established,Organic / No Promo,62.61
2911,32,Female,Belt,Accessories,32,Mississippi,M,Blue,Summer,2.9,No,Store Pickup,No,No,41,Credit Card,Monthly,0,12,42,0.9761904761904762,1344,32,0,1,0,1,0,Average,0,0.0,0.8129487179487179,0.5117948717948718,74.01932234432233,1,0.5048717948717949,0.1626923076923077,0.1532051282051282,42.32628205128205,0,Behaviorally Loyal Only,26-35,High,Elite,True Loyalist,0,True Loyalist,Established,Organic / No Promo,58.89
2912,28,Female,Socks,Clothing,38,Ohio,XL,Orange,Fall,2.9,No,Next Day Air,No,No,34,Venmo,Quarterly,0,4,35,0.9714285714285714,1330,38,0,1,0,1,0,Average,0,0.0,0.6797435897435897,0.2938461538461538,60.30164835164835,0,0.5003846153846154,0.2426923076923076,0.1532051282051282,44.14679487179488,0,Not Loyal by Either Definition,26-35,Medium,Gold,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,53.17
2913,48,Female,Shoes,Footwear,37,Oregon,M,Yellow,Winter,4.0,No,Standard,No,No,27,Cash,Bi-Weekly,0,26,28,0.9642857142857144,1036,37,0,1,0,1,1,Good,0,40.0,0.5337179487179488,0.7223076923076923,68.58379120879121,0,0.3946153846153846,0.2296153846153846,0.6043589743589743,48.61217948717949,0,Not Loyal by Either Definition,46-60,Medium,Gold,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,73.02
2914,43,Female,Coat,Outerwear,83,Wyoming,L,Cyan,Winter,3.5,No,Express,No,No,12,Cash,Every 3 Months,0,4,13,0.9230769230769232,1079,83,0,1,0,1,0,Good,0,0.0,0.2323076923076923,0.2938461538461538,39.2,0,0.4111538461538461,0.7826923076923077,0.3985897435897436,58.98525641025641,0,Not Loyal by Either Definition,36-45,Medium,Bronze,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,47.39
2915,45,Female,Sweater,Clothing,72,Pennsylvania,M,Yellow,Fall,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly,0,26,2,0.5,144,72,0,1,0,1,0,Good,0,0.0,0.0107692307692307,0.7223076923076923,35.76538461538461,0,0.0297435897435897,0.6485897435897436,0.5167948717948718,42.74038461538462,0,Not Loyal by Either Definition,36-45,Low,Bronze,Casual Customer,0,Casual Customer,New / Trial,Organic / No Promo,41.78
2916,26,Female,Shirt,Clothing,30,Oregon,M,Cyan,Fall,4.5,No,Express,No,No,39,Debit Card,Bi-Weekly,0,26,40,0.975,1200,30,0,1,0,1,1,Excellent,0,40.0,0.7725641025641026,0.7223076923076923,79.54615384615384,1,0.4567948717948717,0.1352564102564102,0.8048717948717948,52.75064102564102,0,Behaviorally Loyal Only,26-35,Medium,Elite,True Loyalist,0,True Loyalist,Established,Organic / No Promo,78.98
2917,62,Female,Shorts,Clothing,66,Oklahoma,M,Green,Winter,2.7,No,Express,No,No,13,Credit Card,Bi-Weekly,0,26,14,0.9285714285714286,924,66,0,1,0,1,0,Average,0,0.0,0.2512820512820513,0.7223076923076923,55.15989010989011,0,0.3464102564102564,0.5746153846153846,0.0773076923076923,44.76794871794871,0,Not Loyal by Either Definition,60+,Medium,Silver,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,51.01
2918,58,Female,Shirt,Clothing,45,Colorado,XL,White,Winter,2.9,No,Store Pickup,No,No,50,Venmo,Annually,0,1,51,0.9803921568627452,2295,45,0,1,0,1,0,Average,0,0.0,0.9902564102564102,0.0734615384615384,66.7405354449472,0,0.752948717948718,0.3266666666666666,0.1532051282051282,56.34871794871796,0,Not Loyal by Either Definition,46-60,Premium,Gold,Casual Customer,0,Casual Customer,Established,Organic / No Promo,59.12
2919,19,Female,Sunglasses,Accessories,73,New York,S,Black,Fall,4.9,No,Free Shipping,No,No,36,Cash,Weekly,0,52,37,0.972972972972973,2701,73,0,1,0,1,1,Excellent,0,40.0,0.7151282051282051,0.931025641025641,84.22612612612612,0,0.825,0.661025641025641,0.9619230769230768,83.76410256410257,1,Value-Quality Loyal Only,18-25,Premium,Elite,Casual Customer,1,Casual Customer,Established,Organic / No Promo,88.84
2920,64,Female,Shoes,Footwear,67,Minnesota,L,Charcoal,Winter,3.8,No,Standard,No,No,31,Debit Card,Monthly,0,12,32,0.96875,2144,67,0,1,0,1,0,Good,0,0.0,0.6153846153846154,0.5117948717948718,64.98012820512821,0,0.7244871794871794,0.5874358974358974,0.5167948717948718,69.00128205128205,0,Not Loyal by Either Definition,60+,High,Gold,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,61.49
2921,33,Female,Sunglasses,Accessories,72,Texas,XL,Brown,Spring,4.9,No,Free Shipping,No,No,3,Debit Card,Bi-Weekly,0,26,4,0.75,288,72,0,1,0,1,1,Excellent,0,40.0,0.0515384615384615,0.7223076923076923,42.6,0,0.0907692307692307,0.6485897435897436,0.9619230769230768,54.08397435897436,0,Not Loyal by Either Definition,26-35,Low,Bronze,Casual Customer,0,Casual Customer,New / Trial,Organic / No Promo,62.69
2922,20,Female,Handbag,Accessories,24,Wisconsin,M,Cyan,Fall,4.6,No,Standard,No,No,11,Cash,Fortnightly,0,26,12,0.9166666666666666,288,24,0,1,0,1,1,Excellent,0,40.0,0.2116666666666666,0.7223076923076923,53.13910256410257,0,0.0907692307692307,0.0575641025641025,0.8444871794871794,36.95961538461538,0,Not Loyal by Either Definition,18-25,Low,Silver,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,63.15
2923,45,Female,Sunglasses,Accessories,68,Kentucky,L,Beige,Winter,3.5,No,Express,No,No,16,PayPal,Quarterly,0,4,17,0.9411764705882352,1156,68,0,1,0,1,0,Good,0,0.0,0.3114102564102564,0.2938461538461538,43.12160633484163,0,0.4415384615384615,0.6015384615384616,0.3985897435897436,55.67179487179488,0,Not Loyal by Either Definition,36-45,Medium,Bronze,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,48.32
2924,28,Female,Shirt,Clothing,70,Pennsylvania,M,Magenta,Spring,4.2,No,2-Day Shipping,No,No,12,Cash,Quarterly,0,4,13,0.9230769230769232,910,70,0,1,0,1,1,Excellent,0,40.0,0.2323076923076923,0.2938461538461538,39.2,0,0.3407692307692307,0.6234615384615385,0.6871794871794872,57.96089743589744,0,Not Loyal by Either Definition,26-35,Medium,Bronze,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,62.13
2925,47,Female,Shirt,Clothing,64,Rhode Island,L,Indigo,Winter,3.7,No,Free Shipping,No,No,37,Debit Card,Every 3 Months,0,4,38,0.9736842105263158,2432,64,0,1,0,1,0,Good,0,0.0,0.7342307692307692,0.2938461538461538,62.798684210526325,0,0.7791025641025641,0.5507692307692308,0.4748717948717949,69.43076923076924,0,Not Loyal by Either Definition,46-60,Premium,Gold,Casual Customer,0,Casual Customer,Established,Organic / No Promo,60.62
2926,54,Female,Sweater,Clothing,91,Illinois,M,Maroon,Spring,2.8,No,Store Pickup,No,No,43,Credit Card,Every 3 Months,0,4,44,0.9772727272727272,4004,91,0,1,0,1,0,Average,0,0.0,0.8514102564102564,0.2938461538461538,68.14353146853148,0,0.9617948717948718,0.8794871794871795,0.1144871794871794,77.74871794871795,0,Not Loyal by Either Definition,46-60,Premium,Gold,Casual Customer,0,Casual Customer,Established,Organic / No Promo,65.1
2927,64,Female,Handbag,Accessories,82,Maryland,M,Gray,Winter,4.8,No,2-Day Shipping,No,No,9,Cash,Weekly,0,52,10,0.9,820,82,0,1,0,1,1,Excellent,0,40.0,0.1733333333333333,0.931025641025641,58.38589743589744,0,0.3087179487179487,0.7694871794871795,0.9226923076923076,65.0397435897436,0,Not Loyal by Either Definition,60+,Medium,Silver,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,72.53
2928,45,Female,Shirt,Clothing,24,Missouri,M,Black,Summer,2.7,No,Express,No,No,15,Venmo,Bi-Weekly,0,26,16,0.9375,384,24,0,1,0,1,0,Average,0,0.0,0.293076923076923,0.7223076923076923,57.21923076923077,0,0.13,0.0575641025641025,0.0773076923076923,23.18525641025641,0,Not Loyal by Either Definition,36-45,Low,Silver,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,46.54
2929,40,Female,Jewelry,Accessories,80,Alabama,L,Yellow,Spring,3.6,No,Store Pickup,No,No,17,Credit Card,Weekly,0,52,18,0.9444444444444444,1440,80,0,1,0,1,0,Good,0,0.0,0.3289743589743589,0.931025641025641,66.27863247863247,0,0.5420512820512821,0.7434615384615385,0.4369230769230769,64.0070512820513,0,Not Loyal by Either Definition,36-45,High,Gold,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,60.83
2930,31,Female,Socks,Clothing,53,Maine,XL,White,Winter,4.5,No,Next Day Air,No,No,42,Venmo,Fortnightly,0,26,43,0.9767441860465116,2279,53,0,1,0,1,1,Excellent,0,40.0,0.8325641025641025,0.7223076923076923,82.28103756708407,1,0.7488461538461538,0.4217948717948718,0.8048717948717948,71.59615384615384,1,Loyal by Both Definitions,26-35,High,Elite,True Loyalist,1,True Loyalist,Established,Organic / No Promo,84.93
2931,38,Female,T-shirt,Clothing,50,Mississippi,M,Orange,Spring,4.0,No,Free Shipping,No,No,14,Venmo,Monthly,0,12,15,0.9333333333333332,750,50,0,1,0,1,1,Good,0,40.0,0.2719230769230769,0.5117948717948718,48.81602564102564,0,0.2826923076923077,0.3821794871794872,0.6043589743589743,47.94935897435898,0,Not Loyal by Either Definition,36-45,Medium,Silver,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,63.95
2932,36,Female,Jewelry,Accessories,31,Alabama,M,Magenta,Fall,4.5,No,2-Day Shipping,No,No,49,Credit Card,Bi-Weekly,0,26,50,0.98,1550,31,0,1,0,1,1,Excellent,0,40.0,0.972948717948718,0.7223076923076923,88.66346153846155,1,0.5734615384615385,0.148076923076923,0.8048717948717948,57.73782051282051,0,Behaviorally Loyal Only,36-45,High,Elite,True Loyalist,0,True Loyalist,Established,Organic / No Promo,84.33
2933,65,Female,Backpack,Accessories,88,Alaska,L,Black,Spring,3.9,No,Express,No,No,3,PayPal,Quarterly,0,4,4,0.75,352,88,0,1,0,1,0,Good,0,0.0,0.0515384615384615,0.2938461538461538,27.60384615384616,0,0.1185897435897435,0.8392307692307692,0.5603846153846154,51.93205128205128,0,Not Loyal by Either Definition,60+,Low,Bronze,Casual Customer,0,Casual Customer,New / Trial,Organic / No Promo,40.4
2934,27,Female,Hat,Accessories,52,Illinois,M,Brown,Summer,3.8,No,Standard,No,No,28,Venmo,Monthly,0,12,29,0.9655172413793104,1508,52,0,1,0,1,0,Good,0,0.0,0.553974358974359,0.5117948717948718,62.15201149425288,0,0.5607692307692308,0.4096153846153846,0.5167948717948718,58.00705128205128,0,Not Loyal by Either Definition,26-35,High,Gold,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,57.47
2935,38,Female,Gloves,Accessories,22,Idaho,M,Orange,Fall,4.7,No,Next Day Air,No,No,41,Bank Transfer,Quarterly,0,4,42,0.9761904761904762,924,22,0,1,0,1,1,Excellent,0,40.0,0.8129487179487179,0.2938461538461538,66.39111721611721,0,0.3464102564102564,0.0308974358974358,0.8852564102564102,47.33397435897436,0,Not Loyal by Either Definition,36-45,Medium,Gold,Casual Customer,0,Casual Customer,Established,Organic / No Promo,71.71
2936,58,Female,Sneakers,Footwear,27,North Carolina,XL,Gray,Spring,4.6,No,Standard,No,No,11,Venmo,Weekly,0,52,12,0.9166666666666666,324,27,0,1,0,1,1,Excellent,0,40.0,0.2116666666666666,0.931025641025641,60.44423076923077,0,0.1069230769230769,0.0965384615384615,0.8444871794871794,38.58012820512821,0,Not Loyal by Either Definition,46-60,Low,Gold,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,66.84
2937,31,Female,Skirt,Clothing,34,Washington,M,White,Spring,3.6,No,Express,No,No,46,PayPal,Weekly,0,52,47,0.9787234042553192,1598,34,0,1,0,1,0,Good,0,0.0,0.9093589743589744,0.931025641025641,93.08151936715768,1,0.5874358974358974,0.1898717948717948,0.4369230769230769,51.98269230769231,0,Behaviorally Loyal Only,26-35,High,Elite,True Loyalist,0,True Loyalist,Established,Organic / No Promo,69.88
2938,28,Female,Handbag,Accessories,39,West Virginia,M,White,Spring,4.3,No,2-Day Shipping,No,No,15,Credit Card,Weekly,0,52,16,0.9375,624,39,0,1,0,1,1,Excellent,0,40.0,0.293076923076923,0.931025641025641,64.52435897435898,0,0.2353846153846154,0.2546153846153846,0.7276923076923076,45.33461538461538,0,Not Loyal by Either Definition,26-35,Low,Gold,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,70.37
2939,28,Female,Sunglasses,Accessories,53,Maine,M,Violet,Fall,3.0,No,Standard,No,No,15,Cash,Monthly,0,12,16,0.9375,848,53,0,1,0,1,0,Average,0,0.0,0.293076923076923,0.5117948717948718,49.851282051282055,0,0.3196153846153846,0.4217948717948718,0.1952564102564102,42.23461538461538,0,Not Loyal by Either Definition,26-35,Medium,Silver,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,47.99
2940,32,Female,Sweater,Clothing,46,Kentucky,M,Beige,Winter,4.3,No,Express,No,No,34,Venmo,Weekly,0,52,35,0.9714285714285714,1610,46,0,1,0,1,1,Excellent,0,40.0,0.6797435897435897,0.931025641025641,82.6029304029304,0,0.5915384615384616,0.3392307692307692,0.7276923076923076,61.69615384615385,0,Not Loyal by Either Definition,26-35,High,Elite,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,82.6
2941,61,Female,Handbag,Accessories,85,Massachusetts,L,Beige,Summer,4.8,No,Next Day Air,No,No,13,Cash,Monthly,0,12,14,0.9285714285714286,1190,85,0,1,0,1,1,Excellent,0,40.0,0.2512820512820513,0.5117948717948718,47.79194139194139,0,0.4524358974358974,0.8070512820512821,0.9226923076923076,71.7275641025641,1,Value-Quality Loyal Only,60+,Medium,Silver,Casual Customer,1,Casual Customer,Early Repeat,Organic / No Promo,69.44
2942,38,Female,Skirt,Clothing,86,Pennsylvania,L,Purple,Spring,3.7,No,Free Shipping,No,No,27,PayPal,Monthly,0,12,28,0.9642857142857144,2408,86,0,1,0,1,0,Good,0,0.0,0.5337179487179488,0.5117948717948718,61.21584249084249,0,0.7752564102564102,0.8184615384615385,0.4748717948717949,75.96923076923078,0,Not Loyal by Either Definition,36-45,Premium,Gold,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,61.54
2943,54,Female,Socks,Clothing,63,Hawaii,M,Brown,Summer,2.6,No,Free Shipping,No,No,37,Bank Transfer,Weekly,0,52,38,0.9736842105263158,2394,63,0,1,0,1,0,Average,0,0.0,0.7342307692307692,0.931025641025641,85.09996626180836,0,0.7705128205128206,0.537051282051282,0.0373076923076923,59.99294871794872,0,Not Loyal by Either Definition,46-60,Premium,Elite,Casual Customer,0,Casual Customer,Established,Organic / No Promo,68.29
2944,29,Female,Shirt,Clothing,44,Virginia,M,Orange,Spring,3.4,No,Standard,No,No,37,Credit Card,Monthly,0,12,38,0.9736842105263158,1672,44,0,1,0,1,0,Good,0,0.0,0.7342307692307692,0.5117948717948718,70.42688933873144,0,0.6128205128205129,0.3134615384615384,0.3557692307692308,54.46474358974359,0,Not Loyal by Either Definition,26-35,High,Gold,Casual Customer,0,Casual Customer,Established,Organic / No Promo,60.31
2945,50,Female,Sneakers,Footwear,95,New York,XL,Cyan,Summer,3.9,No,Free Shipping,No,No,4,Venmo,Every 3 Months,0,4,5,0.8,475,95,0,1,0,1,0,Good,0,0.0,0.0748717948717948,0.2938461538461538,29.65384615384616,0,0.1684615384615384,0.93,0.5603846153846154,56.19615384615385,0,Not Loyal by Either Definition,46-60,Low,Bronze,Casual Customer,0,Casual Customer,New / Trial,Organic / No Promo,42.39
2946,32,Female,Belt,Accessories,49,Delaware,M,Charcoal,Summer,4.8,No,Free Shipping,No,No,1,Credit Card,Every 3 Months,0,4,2,0.5,98,49,0,1,0,1,1,Excellent,0,40.0,0.0107692307692307,0.2938461538461538,20.76923076923077,0,0.0121794871794871,0.3715384615384615,0.9226923076923076,43.22948717948718,0,Not Loyal by Either Definition,26-35,Low,Bronze,Casual Customer,0,Casual Customer,New / Trial,Organic / No Promo,50.15
2947,38,Female,Pants,Clothing,77,Hawaii,L,Purple,Spring,2.8,No,Free Shipping,No,No,29,Bank Transfer,Quarterly,0,4,30,0.9666666666666668,2310,77,0,1,0,1,0,Average,0,0.0,0.573076923076923,0.2938461538461538,55.40641025641027,0,0.7558974358974359,0.7075641025641025,0.1144871794871794,65.21474358974359,0,Not Loyal by Either Definition,36-45,Premium,Silver,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,56.24
2948,52,Female,Jewelry,Accessories,63,Nebraska,L,Peach,Spring,4.4,No,Standard,No,No,50,Venmo,Annually,0,1,51,0.9803921568627452,3213,63,0,1,0,1,1,Excellent,0,40.0,0.9902564102564102,0.0734615384615384,66.7405354449472,0,0.8926923076923077,0.537051282051282,0.7667948717948718,79.4698717948718,1,Value-Quality Loyal Only,46-60,Premium,Gold,Casual Customer,1,Casual Customer,Established,Organic / No Promo,79.9
2949,61,Female,Pants,Clothing,83,Vermont,M,Violet,Winter,3.1,No,Standard,No,No,38,Debit Card,Bi-Weekly,0,26,39,0.9743589743589745,3237,83,0,1,0,1,0,Good,0,0.0,0.7532051282051282,0.7223076923076923,78.66217948717949,1,0.8958974358974359,0.7826923076923077,0.236025641025641,75.12371794871795,0,Behaviorally Loyal Only,60+,Premium,Elite,True Loyalist,0,True Loyalist,Established,Organic / No Promo,69.18
2950,25,Female,Jewelry,Accessories,93,Iowa,M,Peach,Spring,3.8,No,Store Pickup,No,No,15,PayPal,Annually,0,1,16,0.9375,1488,93,0,1,0,1,0,Good,0,0.0,0.293076923076923,0.0734615384615384,34.50961538461538,0,0.5561538461538461,0.9016666666666666,0.5167948717948718,70.12371794871794,0,Not Loyal by Either Definition,18-25,High,Bronze,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,48.06
2951,22,Female,Jeans,Clothing,91,Iowa,S,Maroon,Winter,4.1,No,2-Day Shipping,No,No,44,Debit Card,Every 3 Months,0,4,45,0.9777777777777776,4095,91,0,1,0,1,1,Excellent,0,40.0,0.8688461538461538,0.2938461538461538,68.93824786324787,0,0.967051282051282,0.8794871794871795,0.6465384615384615,88.60000000000001,1,Value-Quality Loyal Only,18-25,Premium,Gold,Casual Customer,1,Casual Customer,Established,Organic / No Promo,83.17
2952,47,Female,Scarf,Accessories,99,Arkansas,L,Maroon,Fall,4.6,No,Free Shipping,No,No,14,Cash,Weekly,0,52,15,0.9333333333333332,1485,99,0,1,0,1,1,Excellent,0,40.0,0.2719230769230769,0.931025641025641,63.48910256410256,0,0.5553846153846154,0.9842307692307692,0.8444871794871794,78.71089743589744,1,Value-Quality Loyal Only,46-60,High,Gold,Casual Customer,1,Casual Customer,Early Repeat,Organic / No Promo,78.25
2953,50,Female,Belt,Accessories,24,Alabama,M,Peach,Spring,4.9,No,Next Day Air,No,No,5,Debit Card,Monthly,0,12,6,0.8333333333333334,144,24,0,1,0,1,1,Excellent,0,40.0,0.0976923076923076,0.5117948717948718,38.97564102564103,0,0.0297435897435897,0.0575641025641025,0.9619230769230768,36.86730769230769,0,Not Loyal by Either Definition,46-60,Low,Bronze,Casual Customer,0,Casual Customer,New / Trial,Organic / No Promo,56.76
2954,45,Female,Dress,Clothing,82,Maryland,M,Silver,Summer,4.8,No,Next Day Air,No,No,11,Credit Card,Annually,0,1,12,0.9166666666666666,984,82,0,1,0,1,1,Excellent,0,40.0,0.2116666666666666,0.0734615384615384,30.42948717948718,0,0.3728205128205128,0.7694871794871795,0.9226923076923076,67.60384615384616,1,Value-Quality Loyal Only,36-45,Medium,Bronze,Casual Customer,1,Casual Customer,Early Repeat,Organic / No Promo,60.59
2955,33,Female,T-shirt,Clothing,28,South Dakota,M,Indigo,Winter,3.9,No,Express,No,No,15,Credit Card,Annually,0,1,16,0.9375,448,28,0,1,0,1,0,Good,0,0.0,0.293076923076923,0.0734615384615384,34.50961538461538,0,0.1566666666666666,0.1082051282051282,0.5603846153846154,35.17948717948718,0,Not Loyal by Either Definition,26-35,Low,Bronze,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,39.32
2956,42,Female,Boots,Footwear,67,Vermont,M,Silver,Winter,2.6,No,Free Shipping,No,No,46,Credit Card,Annually,0,1,47,0.9787234042553192,3149,67,0,1,0,1,0,Average,0,0.0,0.9093589743589744,0.0734615384615384,63.06677577741407,0,0.884102564102564,0.5874358974358974,0.0373076923076923,65.79615384615384,0,Not Loyal by Either Definition,36-45,Premium,Gold,Casual Customer,0,Casual Customer,Established,Organic / No Promo,59.83
2957,52,Female,Dress,Clothing,88,Montana,M,Olive,Fall,3.7,No,Standard,No,No,30,Venmo,Monthly,0,12,31,0.967741935483871,2728,88,0,1,0,1,0,Good,0,0.0,0.5924358974358974,0.5117948717948718,63.927274607113326,0,0.8282051282051283,0.8392307692307692,0.4748717948717949,78.60641025641027,0,Not Loyal by Either Definition,46-60,Premium,Gold,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,63.42
2958,69,Female,Jewelry,Accessories,70,South Dakota,S,Gray,Fall,4.7,No,Standard,No,No,2,Cash,Annually,0,1,3,0.6666666666666666,210,70,0,1,0,1,1,Excellent,0,40.0,0.0306410256410256,0.0734615384615384,17.283333333333335,0,0.0576923076923076,0.6234615384615385,0.8852564102564102,50.59935897435898,0,Not Loyal by Either Definition,60+,Low,Bronze,Casual Customer,0,Casual Customer,New / Trial,Organic / No Promo,50.43
2959,55,Female,Skirt,Clothing,100,Ohio,M,Black,Summer,4.5,No,Standard,No,No,28,PayPal,Monthly,0,12,29,0.9655172413793104,2900,100,0,1,0,1,1,Excellent,0,40.0,0.553974358974359,0.5117948717948718,62.15201149425288,0,0.8542307692307692,0.9955128205128204,0.8048717948717948,90.1544871794872,1,Value-Quality Loyal Only,46-60,Premium,Gold,Casual Customer,1,Casual Customer,Growing,Organic / No Promo,80.51
2960,38,Female,Handbag,Accessories,28,Texas,L,Maroon,Summer,4.7,No,Free Shipping,No,No,9,PayPal,Quarterly,0,4,10,0.9,280,28,0,1,0,1,1,Excellent,0,40.0,0.1733333333333333,0.2938461538461538,36.08461538461539,0,0.0861538461538461,0.1082051282051282,0.8852564102564102,38.85641025641026,0,Not Loyal by Either Definition,36-45,Low,Bronze,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,55.95
2961,57,Female,Coat,Outerwear,48,Indiana,S,Olive,Spring,3.6,No,Standard,No,No,47,Credit Card,Weekly,0,52,48,0.9791666666666666,2304,48,0,1,0,1,0,Good,0,0.0,0.930897435897436,0.931025641025641,94.05961538461538,1,0.7551282051282051,0.3606410256410256,0.4369230769230769,62.95961538461539,0,Behaviorally Loyal Only,46-60,Premium,Elite,True Loyalist,0,True Loyalist,Established,Organic / No Promo,73.07
2962,33,Female,Hoodie,Clothing,43,New Hampshire,S,Gold,Fall,2.8,No,Free Shipping,No,No,21,Debit Card,Bi-Weekly,0,26,22,0.9545454545454546,946,43,0,1,0,1,0,Average,0,0.0,0.4126923076923077,0.7223076923076923,62.942832167832165,0,0.3562820512820512,0.3021794871794871,0.1144871794871794,39.09551282051282,0,Not Loyal by Either Definition,26-35,Medium,Gold,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,53.1
2963,57,Female,Pants,Clothing,40,California,L,Pink,Fall,4.0,No,Express,No,No,42,Credit Card,Every 3 Months,0,4,43,0.9767441860465116,1720,40,0,1,0,1,1,Good,0,40.0,0.8325641025641025,0.2938461538461538,67.28488372093024,0,0.6278205128205128,0.266025641025641,0.6043589743589743,58.85064102564103,0,Not Loyal by Either Definition,46-60,High,Gold,Casual Customer,0,Casual Customer,Established,Organic / No Promo,74.99
2964,52,Female,Boots,Footwear,97,Maine,M,Brown,Spring,3.6,No,Free Shipping,No,No,28,Credit Card,Weekly,0,52,29,0.9655172413793104,2813,97,0,1,0,1,0,Good,0,0.0,0.553974358974359,0.931025641025641,76.8250884173298,0,0.8430769230769231,0.9571794871794872,0.4369230769230769,81.39102564102564,0,Not Loyal by Either Definition,46-60,Premium,Elite,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,69.92
