Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Review Rating Missing Flag,purchase_frequency_annual,purchase_count,repeat_purchase_ratio,estimated_total_spend,avg_order_value_proxy,promo_used_flag,organic_customer_flag,discount_dependency_score,low_promo_dependency_flag,satisfaction_flag,rating_segment,subscription_flag,engagement_score,purchase_count_percentile,frequency_percentile,behavioral_loyalty_score,behavioral_loyalty_flag,spend_percentile,aov_percentile,rating_percentile,value_quality_loyalty_score,value_quality_loyalty_flag,loyalty_classification,age_group,spending_tier,loyalty_tier,customer_archetype,ideal_candidate_flag
3479,36,Female,Handbag,Accessories,57,Arizona,M,Magenta,Fall,4.6,No,Store Pickup,No,No,42,PayPal,Quarterly,0,4,43,0.9767441860465116,2451,57,0,1,0,1,1,Excellent,0,40.0,0.8325641025641025,0.29384615384615387,67.28488372093024,0,0.7857692307692308,0.46705128205128205,0.8444871794871794,74.99679487179488,1,Value-Quality Loyal Only,36-45,Premium,Gold,Casual Customer,1
3480,46,Female,Sweater,Clothing,56,New York,S,Orange,Summer,4.9,No,Standard,No,No,41,Cash,Monthly,0,12,42,0.9761904761904762,2352,56,0,1,0,1,1,Excellent,0,40.0,0.8129487179487179,0.5117948717948718,74.01932234432233,1,0.7625641025641026,0.45474358974358975,0.9619230769230769,76.1096153846154,1,Loyal by Both Definitions,46-60,Premium,Elite,True Loyalist,1
3481,21,Female,Sandals,Footwear,79,New Hampshire,L,Peach,Winter,3.5,No,Free Shipping,No,No,45,PayPal,Monthly,0,12,46,0.9782608695652174,3634,79,0,1,0,1,0,Good,0,0.0,0.8887179487179487,0.5117948717948718,77.47034559643255,1,0.9334615384615385,0.7312820512820513,0.3985897435897436,78.5923076923077,0,Behaviorally Loyal Only,18-25,Premium,Elite,True Loyalist,0
3482,52,Female,Socks,Clothing,67,Ohio,S,Maroon,Summer,3.4,No,Store Pickup,No,No,41,Debit Card,Bi-Weekly,0,26,42,0.9761904761904762,2814,67,0,1,0,1,0,Good,0,0.0,0.8129487179487179,0.7223076923076923,81.38727106227105,1,0.8437179487179487,0.5874358974358974,0.3557692307692308,70.55,0,Behaviorally Loyal Only,46-60,Premium,Elite,True Loyalist,0
3483,66,Female,Gloves,Accessories,61,Hawaii,M,Gold,Winter,3.9,No,Next Day Air,No,No,35,Debit Card,Weekly,0,52,36,0.9722222222222222,2196,61,0,1,0,1,0,Good,0,0.0,0.6979487179487179,0.931025641025641,83.43803418803418,0,0.7333333333333333,0.5135897435897436,0.5603846153846154,68.38076923076923,0,Not Loyal by Either Definition,60+,High,Elite,Casual Customer,0
3484,19,Female,Hoodie,Clothing,37,Texas,L,White,Winter,3.9,No,Express,No,No,21,Credit Card,Every 3 Months,0,4,22,0.9545454545454546,814,37,0,1,0,1,0,Good,0,0.0,0.4126923076923077,0.29384615384615387,47.94667832167832,0,0.30512820512820515,0.2296153846153846,0.5603846153846154,44.15320512820513,0,Not Loyal by Either Definition,18-25,Medium,Silver,Casual Customer,0
3485,44,Female,Dress,Clothing,75,Illinois,L,Gray,Fall,4.2,No,Free Shipping,No,No,13,Credit Card,Bi-Weekly,0,26,14,0.9285714285714286,1050,75,0,1,0,1,1,Excellent,0,40.0,0.2512820512820513,0.7223076923076923,55.15989010989011,0,0.39871794871794874,0.6837179487179487,0.6871794871794872,61.785256410256416,0,Not Loyal by Either Definition,36-45,Medium,Silver,Casual Customer,0
3486,50,Female,Shirt,Clothing,21,Massachusetts,XL,Brown,Winter,3.4,No,Standard,No,No,23,Debit Card,Fortnightly,0,26,24,0.9583333333333334,504,21,0,1,0,1,0,Good,0,0.0,0.451025641025641,0.7223076923076923,64.74358974358975,0,0.18333333333333332,0.019358974358974358,0.3557692307692308,29.93269230769231,0,Not Loyal by Either Definition,46-60,Low,Gold,Casual Customer,0
3487,51,Female,Shorts,Clothing,89,North Carolina,L,Charcoal,Winter,4.9,No,Standard,No,No,6,PayPal,Weekly,0,52,7,0.8571428571428571,623,89,0,1,0,1,1,Excellent,0,40.0,0.12,0.931025641025641,55.12875457875457,0,0.23435897435897435,0.8519230769230769,0.9619230769230769,64.91089743589743,0,Not Loyal by Either Definition,46-60,Low,Silver,Casual Customer,0
3488,25,Female,Sandals,Footwear,24,West Virginia,L,Beige,Fall,2.9,No,Store Pickup,No,No,39,Bank Transfer,Annually,0,1,40,0.975,960,24,0,1,0,1,0,Average,0,0.0,0.7725641025641026,0.07346153846153847,56.83653846153847,0,0.3632051282051282,0.05756410256410256,0.15320512820512822,34.031410256410254,0,Not Loyal by Either Definition,18-25,Medium,Silver,Casual Customer,0
3489,62,Female,Sweater,Clothing,27,Delaware,XL,Teal,Spring,4.9,No,Store Pickup,No,No,7,Cash,Quarterly,0,4,8,0.875,216,27,0,1,0,1,1,Excellent,0,40.0,0.13948717948717948,0.29384615384615387,34.06153846153847,0,0.0591025641025641,0.09653846153846155,0.9619230769230769,39.01602564102564,0,Not Loyal by Either Definition,60+,Low,Bronze,Casual Customer,0
3490,48,Female,Dress,Clothing,26,Idaho,L,Black,Summer,4.6,No,2-Day Shipping,No,No,32,PayPal,Every 3 Months,0,4,33,0.9696969696969697,858,26,0,1,0,1,1,Excellent,0,40.0,0.6382051282051282,0.29384615384615387,58.39778554778555,0,0.32166666666666666,0.08487179487179487,0.8444871794871794,46.87820512820513,0,Not Loyal by Either Definition,46-60,Medium,Silver,Casual Customer,0
3491,62,Female,Boots,Footwear,82,Oregon,M,Violet,Spring,3.6,No,Store Pickup,No,No,43,Credit Card,Quarterly,0,4,44,0.9772727272727273,3608,82,0,1,0,1,0,Good,0,0.0,0.8514102564102564,0.29384615384615387,68.14353146853148,0,0.9305128205128205,0.7694871794871795,0.4369230769230769,80.19615384615385,0,Not Loyal by Either Definition,60+,Premium,Gold,Casual Customer,0
3492,22,Female,Pants,Clothing,28,Maine,M,Orange,Winter,4.3,No,Express,No,No,15,Cash,Monthly,0,12,16,0.9375,448,28,0,1,0,1,1,Excellent,0,40.0,0.29307692307692307,0.5117948717948718,49.851282051282055,0,0.15666666666666668,0.1082051282051282,0.7276923076923076,38.52564102564102,0,Not Loyal by Either Definition,18-25,Low,Silver,Casual Customer,0
3493,48,Female,Gloves,Accessories,65,South Dakota,M,Turquoise,Fall,4.6,No,Standard,No,No,48,Bank Transfer,Annually,0,1,49,0.9795918367346939,3185,65,0,1,0,1,1,Excellent,0,40.0,0.953974358974359,0.07346153846153847,65.09183673469387,0,0.8885897435897436,0.5629487179487179,0.8444871794871794,81.5070512820513,1,Value-Quality Loyal Only,46-60,Premium,Gold,Casual Customer,1
3494,48,Female,Pants,Clothing,82,New Mexico,XL,Black,Winter,4.7,No,Store Pickup,No,No,35,Credit Card,Weekly,0,52,36,0.9722222222222222,2952,82,0,1,0,1,1,Excellent,0,40.0,0.6979487179487179,0.931025641025641,83.43803418803418,0,0.8601282051282051,0.7694871794871795,0.8852564102564102,86.3474358974359,1,Value-Quality Loyal Only,46-60,Premium,Elite,Casual Customer,1
3495,62,Female,Scarf,Accessories,38,Washington,M,Silver,Winter,3.5,No,Free Shipping,No,No,41,PayPal,Quarterly,0,4,42,0.9761904761904762,1596,38,0,1,0,1,0,Good,0,0.0,0.8129487179487179,0.29384615384615387,66.39111721611721,0,0.5862820512820512,0.24269230769230768,0.3985897435897436,52.49038461538462,0,Not Loyal by Either Definition,60+,High,Gold,Casual Customer,0
3496,24,Female,Shorts,Clothing,33,Georgia,XL,Gray,Spring,2.8,No,Free Shipping,No,No,14,Cash,Weekly,0,52,15,0.9333333333333333,495,33,0,1,0,1,0,Average,0,0.0,0.27192307692307693,0.931025641025641,63.48910256410256,0,0.17910256410256412,0.17756410256410257,0.11448717948717949,28.89294871794872,0,Not Loyal by Either Definition,18-25,Low,Gold,Casual Customer,0
3497,39,Female,Shoes,Footwear,38,Idaho,M,Pink,Summer,4.0,No,Free Shipping,No,No,22,PayPal,Monthly,0,12,23,0.9565217391304348,874,38,0,1,0,1,1,Good,0,40.0,0.43333333333333335,0.5117948717948718,56.543255295429205,0,0.3285897435897436,0.24269230769230768,0.6043589743589743,46.29807692307693,0,Not Loyal by Either Definition,36-45,Medium,Silver,Casual Customer,0
3498,35,Female,Handbag,Accessories,48,Colorado,M,Red,Spring,4.3,No,Store Pickup,No,No,16,Venmo,Every 3 Months,0,4,17,0.9411764705882353,816,48,0,1,0,1,1,Excellent,0,40.0,0.31141025641025644,0.29384615384615387,43.12160633484163,0,0.3057692307692308,0.3606410256410256,0.7276923076923076,50.80064102564103,0,Not Loyal by Either Definition,26-35,Medium,Bronze,Casual Customer,0
3499,47,Female,Sandals,Footwear,35,Kentucky,M,Lavender,Summer,3.8,No,Standard,No,No,2,Bank Transfer,Bi-Weekly,0,26,3,0.6666666666666666,105,35,0,1,0,1,0,Good,0,0.0,0.03064102564102564,0.7223076923076923,39.99294871794872,0,0.016153846153846154,0.20115384615384616,0.5167948717948718,31.010897435897434,0,Not Loyal by Either Definition,46-60,Low,Bronze,Casual Customer,0
3500,22,Female,Socks,Clothing,29,New Jersey,L,Indigo,Fall,3.0,No,Next Day Air,No,No,13,PayPal,Every 3 Months,0,4,14,0.9285714285714286,406,29,0,1,0,1,0,Average,0,0.0,0.2512820512820513,0.29384615384615387,40.16373626373627,0,0.13974358974358975,0.12192307692307693,0.19525641025641025,27.54294871794872,0,Not Loyal by Either Definition,18-25,Low,Bronze,Casual Customer,0
3501,38,Female,Shirt,Clothing,48,Oregon,S,Silver,Fall,4.6,No,Next Day Air,No,No,38,Debit Card,Fortnightly,0,26,39,0.9743589743589743,1872,48,0,1,0,1,1,Excellent,0,40.0,0.7532051282051282,0.7223076923076923,78.66217948717949,1,0.6675641025641026,0.3606410256410256,0.8444871794871794,67.60833333333333,1,Loyal by Both Definitions,36-45,High,Elite,True Loyalist,1
3502,53,Female,Shoes,Footwear,87,Nebraska,M,Silver,Fall,4.8,No,Standard,No,No,43,Bank Transfer,Weekly,0,52,44,0.9772727272727273,3828,87,0,1,0,1,1,Excellent,0,40.0,0.8514102564102564,0.931025641025641,90.44481351981352,1,0.9474358974358974,0.8276923076923077,0.9226923076923077,92.04358974358975,1,Loyal by Both Definitions,46-60,Premium,Elite,True Loyalist,1
3503,31,Female,Backpack,Accessories,62,Massachusetts,M,Green,Fall,4.7,No,Next Day Air,No,No,26,Bank Transfer,Quarterly,0,4,27,0.9629629629629629,1674,62,0,1,0,1,1,Excellent,0,40.0,0.5138461538461538,0.29384615384615387,52.66695156695157,0,0.6138461538461538,0.523974358974359,0.8852564102564102,70.35833333333333,1,Value-Quality Loyal Only,26-35,High,Silver,Casual Customer,1
3504,31,Female,Shirt,Clothing,96,Nebraska,M,Pink,Spring,3.9,No,Free Shipping,No,No,39,Cash,Weekly,0,52,40,0.975,3840,96,0,1,0,1,0,Good,0,0.0,0.7725641025641026,0.931025641025641,86.85128205128206,1,0.9482051282051283,0.9433333333333334,0.5603846153846154,87.71923076923078,0,Behaviorally Loyal Only,26-35,Premium,Elite,True Loyalist,0
3505,65,Female,Handbag,Accessories,41,Hawaii,S,Violet,Fall,4.0,No,Next Day Air,No,No,50,Venmo,Monthly,0,12,51,0.9803921568627451,2091,41,0,1,0,1,1,Good,0,40.0,0.9902564102564102,0.5117948717948718,82.08220211161387,1,0.7134615384615385,0.2787179487179487,0.6043589743589743,62.59358974358975,0,Behaviorally Loyal Only,60+,High,Elite,True Loyalist,0
3506,48,Female,Jewelry,Accessories,42,Indiana,L,Red,Winter,3.7,No,2-Day Shipping,No,No,40,Bank Transfer,Every 3 Months,0,4,41,0.975609756097561,1722,42,0,1,0,1,0,Good,0,0.0,0.7934615384615384,0.29384615384615387,65.50257973733584,0,0.6298717948717949,0.2914102564102564,0.4748717948717949,56.9775641025641,0,Not Loyal by Either Definition,46-60,High,Gold,Casual Customer,0
3507,18,Female,Shirt,Clothing,57,Illinois,L,Olive,Winter,3.7,No,2-Day Shipping,No,No,12,Cash,Fortnightly,0,26,13,0.9230769230769231,741,57,0,1,0,1,0,Good,0,0.0,0.2323076923076923,0.7223076923076923,54.19615384615384,0,0.2791025641025641,0.46705128205128205,0.4748717948717949,47.337820512820514,0,Not Loyal by Either Definition,Teen,Medium,Silver,Casual Customer,0
3508,46,Female,Handbag,Accessories,65,Colorado,S,Purple,Spring,4.2,No,Store Pickup,No,No,33,Credit Card,Every 3 Months,0,4,34,0.9705882352941176,2210,65,0,1,0,1,1,Excellent,0,40.0,0.6591025641025641,0.29384615384615387,59.35599547511312,0,0.7393589743589744,0.5629487179487179,0.6871794871794872,72.39166666666668,1,Value-Quality Loyal Only,46-60,High,Silver,Casual Customer,1
3509,52,Female,Pants,Clothing,54,Pennsylvania,M,Gray,Fall,4.7,No,Standard,No,No,49,Bank Transfer,Weekly,0,52,50,0.98,2700,54,0,1,0,1,1,Excellent,0,40.0,0.972948717948718,0.931025641025641,95.96858974358975,1,0.8237179487179487,0.432948717948718,0.8852564102564102,76.47756410256412,1,Loyal by Both Definitions,46-60,Premium,Elite,True Loyalist,1
3510,50,Female,T-shirt,Clothing,22,Ohio,L,Brown,Winter,4.3,No,Next Day Air,No,No,43,Venmo,Bi-Weekly,0,26,44,0.9772727272727273,968,22,0,1,0,1,1,Excellent,0,40.0,0.8514102564102564,0.7223076923076923,83.13968531468531,1,0.36743589743589744,0.030897435897435897,0.7276923076923076,45.023717948717945,0,Behaviorally Loyal Only,46-60,Medium,Elite,True Loyalist,0
3511,49,Female,Sneakers,Footwear,96,Pennsylvania,S,Orange,Fall,4.9,No,2-Day Shipping,No,No,14,Venmo,Monthly,0,12,15,0.9333333333333333,1440,96,0,1,0,1,1,Excellent,0,40.0,0.27192307692307693,0.5117948717948718,48.81602564102564,0,0.5420512820512821,0.9433333333333334,0.9619230769230769,79.50384615384615,1,Value-Quality Loyal Only,46-60,High,Silver,Casual Customer,1
3512,69,Female,Jewelry,Accessories,81,Mississippi,M,Blue,Summer,3.9,No,2-Day Shipping,No,No,21,Credit Card,Every 3 Months,0,4,22,0.9545454545454546,1782,81,0,1,0,1,0,Good,0,0.0,0.4126923076923077,0.29384615384615387,47.94667832167832,0,0.6456410256410257,0.7560256410256411,0.5603846153846154,70.93397435897437,0,Not Loyal by Either Definition,60+,High,Silver,Casual Customer,0
3513,36,Female,Shirt,Clothing,46,Kentucky,M,White,Fall,3.4,No,Free Shipping,No,No,31,Debit Card,Quarterly,0,4,32,0.96875,1472,46,0,1,0,1,0,Good,0,0.0,0.6153846153846154,0.29384615384615387,57.351923076923086,0,0.5511538461538461,0.3392307692307692,0.3557692307692308,52.64230769230769,0,Not Loyal by Either Definition,36-45,High,Silver,Casual Customer,0
3514,30,Female,Blouse,Clothing,74,Alaska,XL,Charcoal,Spring,4.2,No,Store Pickup,No,No,29,Credit Card,Fortnightly,0,26,30,0.9666666666666667,2220,74,0,1,0,1,1,Excellent,0,40.0,0.573076923076923,0.7223076923076923,70.4025641025641,0,0.7406410256410256,0.6730769230769231,0.6871794871794872,75.19615384615385,1,Value-Quality Loyal Only,26-35,High,Gold,Casual Customer,1
3515,25,Female,Sneakers,Footwear,50,Georgia,XL,Gray,Winter,4.7,No,Express,No,No,32,Cash,Monthly,0,12,33,0.9696969696969697,1650,50,0,1,0,1,1,Excellent,0,40.0,0.6382051282051282,0.5117948717948718,66.02599067599067,0,0.6071794871794872,0.3821794871794872,0.8852564102564102,66.54679487179487,1,Value-Quality Loyal Only,18-25,High,Gold,Casual Customer,1
3516,19,Female,Dress,Clothing,80,South Dakota,XL,Charcoal,Winter,4.0,No,Next Day Air,No,No,16,Debit Card,Bi-Weekly,0,26,17,0.9411764705882353,1360,80,0,1,0,1,1,Good,0,40.0,0.31141025641025644,0.7223076923076923,58.11776018099548,0,0.5102564102564102,0.7434615384615385,0.6043589743589743,66.08397435897436,1,Value-Quality Loyal Only,18-25,High,Silver,Casual Customer,1
3517,34,Female,Boots,Footwear,56,South Carolina,S,White,Summer,4.0,No,Free Shipping,No,No,38,PayPal,Bi-Weekly,0,26,39,0.9743589743589743,2184,56,0,1,0,1,1,Good,0,40.0,0.7532051282051282,0.7223076923076923,78.66217948717949,1,0.7311538461538462,0.45474358974358975,0.6043589743589743,67.7019230769231,1,Loyal by Both Definitions,26-35,High,Elite,True Loyalist,1
3518,29,Female,Skirt,Clothing,69,Tennessee,M,Orange,Winter,3.1,No,Next Day Air,No,No,34,Debit Card,Every 3 Months,0,4,35,0.9714285714285714,2415,69,0,1,0,1,0,Good,0,0.0,0.6797435897435897,0.29384615384615387,60.30164835164835,0,0.7771794871794871,0.6134615384615385,0.23602564102564103,66.14423076923077,0,Not Loyal by Either Definition,26-35,Premium,Gold,Casual Customer,0
3519,50,Female,Shirt,Clothing,97,Colorado,M,Black,Spring,4.2,No,Standard,No,No,30,PayPal,Quarterly,0,4,31,0.967741935483871,3007,97,0,1,0,1,1,Excellent,0,40.0,0.5924358974358974,0.29384615384615387,56.299069478908194,0,0.8682051282051282,0.9571794871794872,0.6871794871794872,87.40128205128205,1,Value-Quality Loyal Only,46-60,Premium,Silver,Casual Customer,1
3520,31,Female,Shorts,Clothing,66,Wisconsin,M,White,Winter,3.7,No,Next Day Air,No,No,14,Bank Transfer,Fortnightly,0,26,15,0.9333333333333333,990,66,0,1,0,1,0,Good,0,0.0,0.27192307692307693,0.7223076923076923,56.18397435897435,0,0.3779487179487179,0.5746153846153846,0.4748717948717949,53.98076923076923,0,Not Loyal by Either Definition,26-35,Medium,Silver,Casual Customer,0
3521,41,Female,Hat,Accessories,70,Georgia,S,Brown,Spring,3.1,No,Express,No,No,33,Bank Transfer,Monthly,0,12,34,0.9705882352941176,2380,70,0,1,0,1,0,Good,0,0.0,0.6591025641025641,0.5117948717948718,66.98420060331824,0,0.767948717948718,0.6234615384615385,0.23602564102564103,66.025,0,Not Loyal by Either Definition,36-45,Premium,Gold,Casual Customer,0
3522,52,Female,Shoes,Footwear,50,Maryland,M,Pink,Winter,3.7,No,Store Pickup,No,No,35,Venmo,Weekly,0,52,36,0.9722222222222222,1800,50,0,1,0,1,0,Good,0,0.0,0.6979487179487179,0.931025641025641,83.43803418803418,0,0.6515384615384615,0.3821794871794872,0.4748717948717949,60.11346153846154,0,Not Loyal by Either Definition,46-60,High,Elite,Casual Customer,0
3523,27,Female,Pants,Clothing,85,New Jersey,M,Yellow,Spring,3.2,No,Store Pickup,No,No,13,Cash,Quarterly,0,4,14,0.9285714285714286,1190,85,0,1,0,1,0,Good,0,0.0,0.2512820512820513,0.29384615384615387,40.16373626373627,0,0.45243589743589746,0.8070512820512821,0.2755128205128205,58.783974358974355,0,Not Loyal by Either Definition,26-35,Medium,Bronze,Casual Customer,0
3524,49,Female,Backpack,Accessories,59,Nevada,M,Cyan,Summer,2.8,No,Standard,No,No,30,Cash,Fortnightly,0,26,31,0.967741935483871,1829,59,0,1,0,1,0,Average,0,0.0,0.5924358974358974,0.7223076923076923,71.29522332506204,0,0.6566666666666666,0.49064102564102563,0.11448717948717949,55.822435897435895,0,Not Loyal by Either Definition,46-60,High,Elite,Casual Customer,0
3525,69,Female,Pants,Clothing,74,Michigan,L,Silver,Summer,2.9,No,Free Shipping,No,No,30,Credit Card,Monthly,0,12,31,0.967741935483871,2294,74,0,1,0,1,0,Average,0,0.0,0.5924358974358974,0.5117948717948718,63.927274607113326,0,0.7519230769230769,0.6730769230769231,0.15320512820512822,64.96794871794872,0,Not Loyal by Either Definition,60+,Premium,Gold,Casual Customer,0
3526,45,Female,Sunglasses,Accessories,38,Wyoming,L,Olive,Winter,3.5,No,Standard,No,No,47,Bank Transfer,Annually,0,1,48,0.9791666666666666,1824,38,0,1,0,1,0,Good,0,0.0,0.9308974358974359,0.07346153846153847,64.0448717948718,0,0.6557692307692308,0.24269230769230768,0.3985897435897436,55.2698717948718,0,Not Loyal by Either Definition,36-45,High,Gold,Casual Customer,0
3527,20,Female,Sweater,Clothing,99,Massachusetts,M,Olive,Spring,3.8,No,Express,No,No,1,PayPal,Every 3 Months,0,4,2,0.5,198,99,0,1,0,1,0,Good,0,0.0,0.010769230769230769,0.29384615384615387,20.76923076923077,0,0.053974358974358976,0.9842307692307692,0.5167948717948718,52.100641025641025,0,Not Loyal by Either Definition,18-25,Low,Bronze,Casual Customer,0
3528,25,Female,Blouse,Clothing,97,Washington,S,Charcoal,Spring,4.7,No,Free Shipping,No,No,1,Cash,Weekly,0,52,2,0.5,194,97,0,1,0,1,1,Excellent,0,40.0,0.010769230769230769,0.931025641025641,43.07051282051282,0,0.052307692307692305,0.9571794871794872,0.8852564102564102,58.72692307692308,0,Not Loyal by Either Definition,18-25,Low,Bronze,Casual Customer,0
3529,38,Female,Scarf,Accessories,67,Maine,L,Gray,Summer,4.5,No,Free Shipping,No,No,33,PayPal,Annually,0,1,34,0.9705882352941176,2278,67,0,1,0,1,1,Excellent,0,40.0,0.6591025641025641,0.07346153846153847,51.64253393665158,0,0.7480769230769231,0.5874358974358974,0.8048717948717948,75.70641025641027,1,Value-Quality Loyal Only,36-45,High,Silver,Casual Customer,1
3530,55,Female,T-shirt,Clothing,20,Montana,S,Maroon,Winter,3.9,No,Next Day Air,No,No,43,Bank Transfer,Weekly,0,52,44,0.9772727272727273,880,20,0,1,0,1,0,Good,0,0.0,0.8514102564102564,0.931025641025641,90.44481351981352,1,0.3301282051282051,0.006794871794871795,0.5603846153846154,39.582692307692305,0,Behaviorally Loyal Only,46-60,Medium,Elite,True Loyalist,0
3531,62,Female,Sunglasses,Accessories,45,Oklahoma,L,Black,Spring,3.4,No,Express,No,No,37,PayPal,Weekly,0,52,38,0.9736842105263158,1710,45,0,1,0,1,0,Good,0,0.0,0.7342307692307692,0.931025641025641,85.09996626180836,0,0.6253846153846154,0.32666666666666666,0.3557692307692308,55.297435897435896,0,Not Loyal by Either Definition,60+,High,Elite,Casual Customer,0
3532,54,Female,Shoes,Footwear,52,North Dakota,XL,Violet,Winter,4.6,No,2-Day Shipping,No,No,23,Cash,Quarterly,0,4,24,0.9583333333333334,1248,52,0,1,0,1,1,Excellent,0,40.0,0.451025641025641,0.29384615384615387,49.7474358974359,0,0.4753846153846154,0.4096153846153846,0.8444871794871794,61.14551282051283,0,Not Loyal by Either Definition,46-60,Medium,Silver,Casual Customer,0
3533,61,Female,Pants,Clothing,68,Connecticut,L,Indigo,Fall,4.6,No,Standard,No,No,12,Credit Card,Annually,0,1,13,0.9230769230769231,884,68,0,1,0,1,1,Excellent,0,40.0,0.2323076923076923,0.07346153846153847,31.48653846153846,0,0.33294871794871794,0.6015384615384616,0.8444871794871794,60.24615384615385,0,Not Loyal by Either Definition,60+,Medium,Bronze,Casual Customer,0
3534,50,Female,Sneakers,Footwear,98,Texas,L,Yellow,Fall,4.7,No,Standard,No,No,30,Venmo,Fortnightly,0,26,31,0.967741935483871,3038,98,0,1,0,1,1,Excellent,0,40.0,0.5924358974358974,0.7223076923076923,71.29522332506204,0,0.8711538461538462,0.9708974358974359,0.8852564102564102,91.82371794871796,1,Value-Quality Loyal Only,46-60,Premium,Elite,Casual Customer,1
3535,65,Female,Shoes,Footwear,83,Delaware,M,Gray,Fall,3.2,No,Express,No,No,7,Cash,Weekly,0,52,8,0.875,664,83,0,1,0,1,0,Good,0,0.0,0.13948717948717948,0.931025641025641,56.36282051282051,0,0.25025641025641027,0.7826923076923077,0.2755128205128205,50.087820512820514,0,Not Loyal by Either Definition,60+,Medium,Silver,Casual Customer,0
3536,68,Female,Shorts,Clothing,51,Mississippi,M,Red,Summer,5.0,No,Express,No,No,20,Debit Card,Monthly,0,12,21,0.9523809523809523,1071,51,0,1,0,1,1,Excellent,0,40.0,0.38974358974358975,0.5117948717948718,54.4989010989011,0,0.40897435897435896,0.39615384615384613,0.9914102564102564,61.091025641025645,0,Not Loyal by Either Definition,60+,Medium,Silver,Casual Customer,0
3537,55,Female,Handbag,Accessories,21,Minnesota,L,Peach,Spring,4.5,No,Express,No,No,10,Venmo,Monthly,0,12,11,0.9090909090909091,231,21,0,1,0,1,1,Excellent,0,40.0,0.1914102564102564,0.5117948717948718,44.70810023310023,0,0.06525641025641025,0.019358974358974358,0.8048717948717948,34.19166666666666,0,Not Loyal by Either Definition,46-60,Low,Bronze,Casual Customer,0
3538,57,Female,Handbag,Accessories,92,Georgia,M,Gray,Spring,3.5,No,Standard,No,No,40,Credit Card,Every 3 Months,0,4,41,0.975609756097561,3772,92,0,1,0,1,0,Good,0,0.0,0.7934615384615384,0.29384615384615387,65.50257973733584,0,0.9420512820512821,0.8908974358974359,0.3985897435897436,82.92628205128206,0,Not Loyal by Either Definition,46-60,Premium,Gold,Casual Customer,0
3539,56,Female,Shoes,Footwear,63,Iowa,S,White,Spring,4.5,No,Store Pickup,No,No,21,Venmo,Monthly,0,12,22,0.9545454545454546,1386,63,0,1,0,1,1,Excellent,0,40.0,0.4126923076923077,0.5117948717948718,55.57488344988345,0,0.5207692307692308,0.537051282051282,0.8048717948717948,65.35448717948718,0,Not Loyal by Either Definition,46-60,High,Silver,Casual Customer,0
3540,29,Female,Jewelry,Accessories,56,New York,S,Green,Spring,3.2,No,Express,No,No,17,Credit Card,Bi-Weekly,0,26,18,0.9444444444444444,1008,56,0,1,0,1,0,Good,0,0.0,0.32897435897435895,0.7223076923076923,58.973504273504275,0,0.38294871794871793,0.45474358974358975,0.2755128205128205,47.196794871794864,0,Not Loyal by Either Definition,26-35,Medium,Silver,Casual Customer,0
3541,24,Female,Shorts,Clothing,95,Nevada,M,Magenta,Spring,4.6,No,Free Shipping,No,No,5,Bank Transfer,Weekly,0,52,6,0.8333333333333334,570,95,0,1,0,1,1,Excellent,0,40.0,0.09769230769230769,0.931025641025641,53.64871794871795,0,0.21205128205128204,0.93,0.8444871794871794,63.62179487179487,0,Not Loyal by Either Definition,18-25,Low,Silver,Casual Customer,0
3542,59,Female,Blouse,Clothing,66,Virginia,M,Olive,Winter,4.0,No,Next Day Air,No,No,22,PayPal,Annually,0,1,23,0.9565217391304348,1518,66,0,1,0,1,1,Good,0,40.0,0.43333333333333335,0.07346153846153847,41.20158862876254,0,0.5642307692307692,0.5746153846153846,0.6043589743589743,64.02179487179488,0,Not Loyal by Either Definition,46-60,High,Bronze,Casual Customer,0
3543,62,Female,Coat,Outerwear,28,Idaho,S,Olive,Spring,4.2,No,Express,No,No,5,Venmo,Weekly,0,52,6,0.8333333333333334,168,28,0,1,0,1,1,Excellent,0,40.0,0.09769230769230769,0.931025641025641,53.64871794871795,0,0.04115384615384615,0.1082051282051282,0.6871794871794872,33.09487179487179,0,Not Loyal by Either Definition,60+,Low,Silver,Casual Customer,0
3544,58,Female,Hat,Accessories,83,Colorado,M,Blue,Winter,4.1,No,Standard,No,No,18,PayPal,Every 3 Months,0,4,19,0.9473684210526315,1577,83,0,1,0,1,1,Excellent,0,40.0,0.34833333333333333,0.29384615384615387,44.90698380566802,0,0.5806410256410256,0.7826923076923077,0.6465384615384615,70.72371794871796,1,Value-Quality Loyal Only,46-60,High,Bronze,Casual Customer,1
3545,64,Female,Socks,Clothing,55,Wisconsin,XL,Charcoal,Fall,3.6,No,2-Day Shipping,No,No,42,Cash,Every 3 Months,0,4,43,0.9767441860465116,2365,55,0,1,0,1,0,Good,0,0.0,0.8325641025641025,0.29384615384615387,67.28488372093024,0,0.7642307692307693,0.4428205128205128,0.4369230769230769,65.37820512820514,0,Not Loyal by Either Definition,60+,Premium,Gold,Casual Customer,0
